Time (s),Supply Voltage (V),Power (W),J1 Angle (deg),J2 Angle (deg),J3 Angle (deg),J4 Angle (deg),J5 Angle (deg),J6 Angle (deg),J1 X (mm),J1 Y (mm),J1 Z (mm),J2 X (mm),J2 Y (mm),J2 Z (mm),J3 X (mm),J3 Y (mm),J3 Z (mm),J4 X (mm),J4 Y (mm),J4 Z (mm),J5 X (mm),J5 Y (mm),J5 Z (mm),J6 X (mm),J6 Y (mm),J6 Z (mm),J1 Current (mA),J2 Current (mA),J3 Current (mA),J4 Current (mA),J5 Current (mA),J6 Current (mA),J1 Velocity (deg/s),J2 Velocity (deg/s),J3 Velocity (deg/s),J4 Velocity (deg/s),J5 Velocity (deg/s),J6 Velocity (deg/s),J1 Accel (deg/s^2),J2 Accel (deg/s^2),J3 Accel (deg/s^2),J4 Accel (deg/s^2),J5 Accel (deg/s^2),J6 Accel (deg/s^2)
18.554,24.0,44.76,44.23,-8.91,112.35,-0.0,64.24,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-26.524,-25.821,386.116,140.04,136.326,330.566,185.34,180.424,315.458,195.278,190.098,251.955,85.0,159.0,1029.0,84.0,469.0,39.0,1.641,1.815,-0.564,0.0,2.081,0.0,-1.889,-2.079,0.63,0.0,-2.013,0.0
18.666,24.0,32.16,44.39,-8.73,112.29,-0.0,64.46,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-25.922,-25.376,386.231,140.105,137.154,330.194,185.259,181.356,314.954,194.901,190.794,251.37,161.0,63.0,661.0,85.0,331.0,39.0,1.205,1.295,-0.402,0.0,1.518,0.0,-2.156,-2.57,0.809,0.0,-3.005,0.0
18.778,24.0,35.016,44.5,-8.62,112.26,-0.0,64.58,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-25.55,-25.108,386.3,140.109,137.685,329.939,185.163,181.959,314.611,194.628,191.26,250.98,63.0,44.0,830.0,85.0,398.0,39.0,1.158,1.239,-0.382,0.0,1.408,0.0,-0.338,-0.36,0.111,0.0,-0.614,0.0
18.897,24.0,31.44,44.66,-8.44,112.2,-0.0,64.79,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-24.951,-24.657,386.412,140.168,138.515,329.564,185.075,182.892,314.104,194.253,191.961,250.397,180.0,57.0,714.0,85.0,235.0,39.0,1.129,1.213,-0.377,0.0,1.381,0.0,-1.193,-1.357,0.552,0.0,-1.538,0.0
19.018,24.0,31.128,44.77,-8.33,112.17,-0.0,64.91,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-24.582,-24.385,386.479,140.168,139.047,329.307,184.974,183.495,313.758,193.977,192.426,250.007,69.0,43.0,748.0,84.0,314.0,39.0,0.868,0.909,-0.248,0.0,1.033,0.0,-1.953,-2.129,0.713,0.0,-2.314,0.0
19.139,24.0,32.424,44.87,-8.22,112.14,-0.0,65.04,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-24.217,-24.108,386.545,140.19,139.555,329.049,184.903,184.066,313.412,193.725,192.848,249.615,106.0,101.0,751.0,83.0,271.0,39.0,0.656,0.698,-0.205,0.0,0.821,0.0,-1.524,-1.687,0.338,0.0,-1.85,0.0
19.264,24.0,27.648,44.93,-8.16,112.12,-0.0,65.11,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-24.017,-23.958,386.58,140.191,139.849,328.923,184.85,184.398,313.242,193.575,193.103,249.421,100.0,59.0,741.0,86.0,127.0,39.0,0.495,0.495,-0.165,0.0,0.577,0.0,-1.495,-1.469,0.507,0.0,-1.614,0.0
19.382,24.0,32.016,44.99,-8.1,112.1,-0.0,65.18,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-23.816,-23.808,386.616,140.191,140.142,328.796,184.795,184.731,313.071,193.425,193.358,249.227,7.0,17.0,732.0,85.0,454.0,39.0,0.296,0.339,-0.084,0.0,0.424,0.0,-1.935,-1.754,0.705,0.0,-1.927,0.0
19.498,24.0,20.88,45.0,-8.08,112.1,-0.0,65.21,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-23.754,-23.754,386.627,140.211,140.211,328.727,184.803,184.803,312.98,193.392,193.392,249.125,175.0,0.0,390.0,85.0,181.0,39.0,0.043,0.086,0.0,0.0,0.129,0.0,-1.272,-1.461,0.361,0.0,-1.831,0.0
19.613,24.0,18.312,45.0,-8.08,112.1,-0.0,65.21,-0.0,0.0,0.0,150.0,0.0,0.0,150.0,-23.754,-23.754,386.627,140.211,140.211,328.727,184.803,184.803,312.98,193.392,193.392,249.125,117.0,0.0,357.0,85.0,165.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.373,-0.746,-0.0,0.0,-1.12,0.0
