Step,J1 X,J1 Y,J1 Z,J2 X,J2 Y,J2 Z,J3 X,J3 Y,J3 Z,J4 X,J4 Y,J4 Z,J5 X,J5 Y,J5 Z,J6 X,J6 Y,J6 Z,Tip X,Tip Y,Tip Z
30,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-113.675439,-30.459242,358.017137,110.222184,29.533945,416.255200,171.114842,45.850084,432.094004,208.022621,55.739493,379.510590,236.413220,63.346731,339.061810
31,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-112.154129,-31.103093,358.746375,111.663081,30.966913,415.086156,172.533870,47.847877,430.408690,208.981004,57.955561,377.546216,237.017261,65.730703,336.882775
32,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-110.625991,-31.721492,359.467508,113.076632,32.424202,413.905236,173.916258,49.869684,428.710476,209.899818,60.187804,375.571790,237.579479,68.124819,334.695879
33,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-109.091412,-32.314348,360.180510,114.462475,33.905329,412.712540,175.261649,51.914865,426.999494,210.778831,62.435534,373.587461,238.099741,70.528356,332.501282
34,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-107.550781,-32.881574,360.885352,115.820251,35.409804,411.508169,176.569695,53.982773,425.275880,211.617826,64.698062,371.593378,238.577926,72.940591,330.299145
35,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-106.004490,-33.423087,361.582006,117.149614,36.937131,410.292222,177.840061,56.072756,423.539770,212.416594,66.974694,369.589690,239.013926,75.360801,328.089628
36,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-104.452930,-33.938814,362.270446,118.450226,38.486811,409.064800,179.072424,58.184157,421.791298,213.174939,69.264736,367.576547,239.407644,77.788258,325.872893
37,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-102.896494,-34.428685,362.950645,119.721756,40.058339,407.826005,180.266469,60.316316,420.030601,213.892680,71.567489,365.554102,239.758996,80.222237,323.649102
38,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-101.335575,-34.892636,363.622576,120.963883,41.651205,406.575940,181.421894,62.468568,418.257817,214.569643,73.882252,363.522503,240.067911,82.662010,321.418416
39,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-99.770568,-35.330611,364.286214,122.176294,43.264894,405.314706,182.538411,64.640241,416.473082,215.205670,76.208324,361.481904,240.334330,85.106849,319.180998
40,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-98.201869,-35.742557,364.941533,123.358685,44.898889,404.042406,183.615739,66.830663,414.676535,215.800612,78.544999,359.432455,240.558206,87.556026,316.937010
41,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-96.629873,-36.128429,365.588507,124.510762,46.552666,402.759145,184.653612,69.039156,412.868314,216.354334,80.891570,357.374310,240.739505,90.008812,314.686615
42,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-95.054977,-36.488187,366.227111,125.632238,48.225698,401.465026,185.651774,71.265038,411.048559,216.866713,83.247331,355.307621,240.878204,92.464479,312.429975
43,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-93.477580,-36.821798,366.857320,126.722838,49.917453,400.160154,186.609980,73.507626,409.217410,217.337636,85.611571,353.232540,240.974295,94.922298,310.167255
44,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-91.898077,-37.129233,367.479110,127.782292,51.627397,398.844633,187.527999,75.766229,407.375006,217.767005,87.983581,351.149222,241.027780,97.381543,307.898618
45,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-90.316868,-37.410471,368.092457,128.810343,53.354991,397.518571,188.405610,78.040158,405.521488,218.154733,90.362648,349.057819,241.038673,99.841487,305.624228
46,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-88.734351,-37.665497,368.697337,129.806741,55.099692,396.182071,189.242603,80.328719,403.656999,218.500742,92.748062,346.958487,241.007003,102.301402,303.344247
47,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-87.150924,-37.894300,369.293726,130.771247,56.860956,394.835241,190.038783,82.631214,401.781679,218.804971,95.139108,344.851380,240.932809,104.760566,301.058842
48,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-85.566986,-38.096876,369.881602,131.703628,58.638233,393.478189,190.793962,84.946944,399.895670,219.067369,97.535076,342.736651,240.816143,107.218254,298.768175
49,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-83.982936,-38.273229,370.460941,132.603664,60.430971,392.111020,191.507969,87.275209,397.999117,219.287895,99.935250,340.614458,240.657069,109.673744,296.472413
50,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-82.399171,-38.423364,371.031721,133.471142,62.238615,390.733843,192.180642,89.615304,396.092161,219.466523,102.338920,338.484954,240.455663,112.126316,294.171718
51,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-80.816091,-38.547298,371.593920,134.305860,64.060608,389.346766,192.811830,91.966524,394.174946,219.603239,104.745371,336.348296,240.212015,114.575253,291.866257
52,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-79.234094,-38.645049,372.147515,135.107624,65.896391,387.949898,193.401397,94.328163,392.247617,219.698038,107.153892,334.204639,239.926223,117.019837,289.556194
53,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-77.653576,-38.716645,372.692486,135.876251,67.745399,386.543348,193.949216,96.699511,390.310319,219.750930,109.563771,332.054140,239.598402,119.459355,287.241695
54,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-76.074936,-38.762116,373.228812,136.611565,69.607068,385.127225,194.455174,99.079859,388.363195,219.761935,111.974298,329.896955,239.228675,121.893097,284.922924
55,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-74.498570,-38.781500,373.756471,137.313403,71.480832,383.701640,194.919169,101.468496,386.406392,219.731088,114.384763,327.733241,238.817179,124.320354,282.600047
56,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-72.924874,-38.774843,374.275443,137.981608,73.366121,382.266701,195.341111,103.864710,384.440056,219.658432,116.794459,325.563155,238.364063,126.740419,280.273230
57,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-71.354243,-38.742193,374.785708,138.616035,75.262365,380.822521,195.720922,106.267789,382.464332,219.544024,119.202678,323.386853,237.869487,129.152593,277.942639
58,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-69.787073,-38.683606,375.287246,139.216548,77.168992,379.369209,196.058537,108.677020,380.479367,219.387933,121.608716,321.204494,237.333622,131.556174,275.608439
59,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-68.223756,-38.599143,375.780037,139.783020,79.085427,377.906878,196.353900,111.091690,378.485308,219.190239,124.011869,319.016235,236.756653,133.950469,273.270795
60,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-66.664685,-38.488873,376.264063,140.315334,81.011095,376.435640,196.606971,113.511086,376.482303,218.951034,126.411437,316.822234,236.138776,136.334785,270.929874
61,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-65.110252,-38.352869,376.739305,140.813383,82.945420,374.955605,196.817718,115.934495,374.470498,218.670423,128.806722,314.622649,235.480196,138.708435,268.585841
62,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-63.560848,-38.191210,377.205744,141.277068,84.887826,373.466887,196.986125,118.361204,372.450043,218.348520,131.197026,312.417637,234.781132,141.070735,266.238863
63,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-62.016861,-38.003981,377.663362,141.706303,86.837733,371.969598,197.112184,120.790500,370.421085,217.985453,133.581656,310.207357,234.041814,143.421007,263.889106
64,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-60.478680,-37.791273,378.112141,142.101008,88.794563,370.463852,197.195902,123.221674,368.383773,217.581361,135.959923,307.991968,233.262484,145.758576,261.536734
65,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-58.946690,-37.553183,378.552065,142.461114,90.757738,368.949761,197.237295,125.654013,366.338256,217.136394,138.331138,305.771629,232.443393,148.082772,259.181915
66,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-57.421277,-37.289813,378.983115,142.786562,92.726676,367.427440,197.236393,128.086809,364.284684,216.650713,140.694616,303.546496,231.584805,150.392930,256.824814
67,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-55.902825,-37.001272,379.405275,143.077303,94.700799,365.897003,197.193237,130.519354,362.223205,216.124491,143.049679,301.316731,230.686995,152.688390,254.465597
68,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-54.391714,-36.687674,379.818529,143.333295,96.679527,364.358563,197.107879,132.950942,360.153970,215.557914,145.395647,299.082491,229.750247,154.968497,252.104430
69,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-52.888324,-36.349138,380.222860,143.554510,98.662280,362.812236,196.980386,135.380866,358.077129,214.951175,147.731848,296.843936,228.774860,157.232604,249.741479
70,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-51.393035,-35.985790,380.618254,143.740926,100.648478,361.258136,196.810831,137.808426,355.992832,214.304483,150.057613,294.601224,227.761138,159.480065,247.376910
71,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-49.906221,-35.597761,381.004694,143.892531,102.637544,359.696379,196.599305,140.232919,353.901230,213.618055,152.372276,292.354515,226.709401,161.710243,245.010888
72,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-48.428257,-35.185188,381.382165,144.009324,104.628897,358.127079,196.345905,142.653648,351.802474,212.892120,154.675177,290.103968,225.619977,163.922507,242.643579
73,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-46.959515,-34.748212,381.750654,144.091313,106.621961,356.550353,196.050743,145.069917,349.696714,212.126917,156.965659,287.849742,224.493204,166.116231,240.275148
74,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-45.500364,-34.286983,382.110146,144.138515,108.616160,354.966316,195.713942,147.481031,347.584102,211.322696,159.243072,285.591997,223.329431,168.290796,237.905761
75,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-44.051173,-33.801653,382.460626,144.150955,110.610917,353.375084,195.335635,149.886302,345.464790,210.479721,161.506768,283.330891,222.129018,170.445589,235.535584
76,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-42.612305,-33.292381,382.802081,144.128672,112.605658,351.776774,194.915967,152.285041,343.338929,209.598261,163.756107,281.066585,220.892333,172.580003,233.164781
77,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-41.184125,-32.759332,383.134498,144.071709,114.599810,350.171503,194.455095,154.676565,341.206672,208.678600,165.990451,278.799237,219.619757,174.693441,230.793518
78,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-39.766992,-32.202675,383.457864,143.980123,116.592803,348.559387,193.953188,157.060192,339.068169,207.721030,168.209171,276.529007,218.311678,176.785309,228.421960
79,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-38.361264,-31.622585,383.772166,143.853976,118.584065,346.940543,193.410423,159.435246,336.923574,206.725855,170.411642,274.256055,216.968495,178.855023,226.050270
80,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-36.967295,-31.019243,384.077392,143.693344,120.573030,345.315088,192.826990,161.801054,334.773039,205.693388,172.597244,271.980539,215.590616,180.902005,223.678615
81,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-35.585439,-30.392835,384.373531,143.498307,122.559131,343.683140,192.203092,164.156946,332.616716,204.623952,174.765363,269.702618,214.178460,182.925685,221.307158
82,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-34.216044,-29.743552,384.660571,143.268959,124.541804,342.044817,191.538939,166.502257,330.454758,203.517882,176.915394,267.422453,212.732454,184.925499,218.936064
83,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-32.859456,-29.071590,384.938500,143.005401,126.520489,340.400235,190.834755,168.836326,328.287318,202.375521,179.046734,265.140201,211.253033,186.900894,216.565496
84,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-31.516019,-28.377151,385.207308,142.707742,128.494626,338.749513,190.090773,171.158498,326.114548,201.197221,181.158789,262.856023,209.740643,188.851321,214.195619
85,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-30.186074,-27.660441,385.466985,142.376102,130.463658,337.092769,189.307238,173.468120,323.936602,199.983347,183.250973,260.570077,208.195739,190.776244,211.826596
86,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-28.869958,-26.921671,385.717520,142.010609,132.427033,335.430121,188.484403,175.764546,321.753632,198.734270,185.322702,258.282521,206.618783,192.675130,209.458590
87,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-27.568004,-26.161059,385.958903,141.611400,134.384199,333.761688,187.622535,178.047135,319.565792,197.450372,187.373405,255.993516,205.010247,194.547458,207.091765
88,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-26.280544,-25.378826,386.191126,141.178622,136.334608,332.087587,186.721910,180.315249,317.373236,196.132045,189.402512,253.703219,203.370611,196.392714,204.726283
89,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-25.007905,-24.575199,386.414180,140.712429,138.277716,330.407938,185.782813,182.568258,315.176115,194.779689,191.409465,251.411789,201.700363,198.210393,202.362308
90,0.000000,0.000000,150.000000,0.000000,0.000000,150.000000,-23.750410,-23.750409,386.628054,140.212985,140.212982,328.722859,184.805540,184.805536,312.974584,193.393713,193.393711,249.119385,200.000001,199.999999,200.000000
